Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"51","'200","Czechoslovakia","866","'02111","Cattle","5111","Stocks","1976","1976","Head","4554803.000000","A"
"167","'203","Czechia","101","'01195","Canary seed","5419","Yield","2011","2011","hg/ha","10820.000000","E"
"203","'724","Spain","201","'01704","Lentils, dry","5419","Yield","1979","1979","hg/ha","6176.000000","E"
"183","'642","Romania","515","'01341","Apples","5312","Area harvested","1992","1992","ha","88690.000000","A"
"50","'196","Cyprus","116","'01510","Potatoes","5312","Area harvested","2017","2017","ha","4219.000000","A"
"50","'196","Cyprus","1807","'F1807","Sheep and Goat Meat","5510","Production","1997","1997","tonnes","8080.000000","E"
"104","'372","Ireland","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2007","2007","Head","3263700.000000","A"
"134","'470","Malta","1062","'0231","Hen eggs in shell, fresh","5313","Laying","2010","2010","1000 Head","301.000000","A"
"54","'208","Denmark","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","1995","1995","Head","69500.000000","A"
"97","'348","Hungary","1058","'21121","Meat of chickens, fresh or chilled","5424","Yield/Carcass Weight","1978","1978","0.1g/An","10114.000000","E"
"11","'040","Austria","157","'01801","Sugar beet","5419","Yield","2008","2008","hg/ha","718403.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","894","'22221.01","Whole milk, evaporated","5510","Production","2006","2006","tonnes","34000.000000","T"
"67","'246","Finland","157","'01801","Sugar beet","5419","Yield","2005","2005","hg/ha","378622.000000","E"
"68","'250","France","777","'01929.02","True hemp, raw or retted","5510","Production","1975","1975","tonnes","200.000000","E"
"68","'250","France","372","'01214","Lettuce and chicory","5510","Production","1970","1970","tonnes","441400.000000","A"
"54","'208","Denmark","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","2005","2005","hg/ha","360394.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","71","'0116","Rye","5510","Production","1972","1972","tonnes","19305.000000","A"
"106","'380","Italy","122","'01530","Sweet potatoes","5419","Yield","2017","2017","hg/ha","218918.000000","E"
"68","'250","France","1726","'F1726","Pulses, Total","5510","Production","2015","2015","tonnes","979730.000000","E"
"79","'276","Germany","1017","'21116","Meat of goat, fresh or chilled","5320","Producing Animals/Slaughtered","2016","2016","Head","23108.000000","A"
"50","'196","Cyprus","560","'01330","Grapes","5510","Production","1965","1965","tonnes","127000.000000","A"
"150","'528","Netherlands","882","'02211","Raw milk of cattle","5510","Production","2007","2007","tonnes","11061750.000000","A"
"79","'276","Germany","1717","'F1717","Cereals, Total","5419","Yield","1979","1979","hg/ha","41083.000000","E"
"51","'200","Czechoslovakia","1807","'F1807","Sheep and Goat Meat","5417","Yield/Carcass Weight","1989","1989","hg/An","171.000000","I"
"256","'442","Luxembourg","463","'01290.90","Other vegetables, fresh n.e.c.","5312","Area harvested","2014","2014","ha","26.000000","A"
"203","'724","Spain","225","'01374","Hazelnuts, in shell","5312","Area harvested","1965","1965","ha","24100.000000","A"
"134","'470","Malta","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","2015","2015","Head","6102.000000","I"
"198","'705","Slovenia","1804","'F1804","Citrus Fruit, Total","5510","Production","2020","2020","tonnes","0.000000","E"
"67","'246","Finland","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","1984","1984","tonnes","51420.000000","E"
"106","'380","Italy","619","'01359.90","Other fruits, n.e.c.","5419","Yield","1982","1982","hg/ha","34593.000000","T"
"210","'752","Sweden","1783","'F1783","Eggs Primary","5313","Laying","1981","1981","1000 Head","5835.000000","E"
"104","'372","Ireland","889","'22222.01","Whole milk, condensed","5510","Production","2011","2011","tonnes","600.000000","I"
"198","'705","Slovenia","592","'01352","Kiwi fruit","5312","Area harvested","2001","2001","ha",,"M"
"167","'203","Czechia","677","'01659","Hop cones","5510","Production","2011","2011","tonnes","6088.000000","A"
"68","'250","France","333","'01441","Linseed","5312","Area harvested","2004","2004","ha","6172.000000","A"
"173","'616","Poland","397","'01232","Cucumbers and gherkins","5312","Area harvested","2014","2014","ha","16552.000000","A"
"106","'380","Italy","292","'01442","Mustard seed","5510","Production","1990","1990","tonnes","20.000000","A"
"84","'300","Greece","1720","'F1720","Roots and Tubers, Total","5510","Production","2020","2020","tonnes","450640.000000","E"
"11","'040","Austria","1732","'F1732","Oilcrops, Oil Equivalent","5510","Production","1961","1961","tonnes","4726.530000","E"
"50","'196","Cyprus","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5510","Production","1998","1998","tonnes","2360.000000","I"
"68","'250","France","1018","'21156","Edible offal of goat, fresh, chilled or frozen","5510","Production","2012","2012","tonnes","2680.000000","I"
"199","'703","Slovakia","270","'01443","Rape or colza seed","5419","Yield","2013","2013","hg/ha","27383.000000","E"
"255","'056","Belgium","367","'01211","Asparagus","5419","Yield","2020","2020","hg/ha","72581.000000","E"
"68","'250","France","296","'01448","Poppy seed","5419","Yield","1999","1999","hg/ha","12412.000000","E"
"27","'100","Bulgaria","1091","'0232","Eggs from other birds in shell, fresh, n.e.c.","5413","Yield","2007","2007","No/An","27.000000","E"
"104","'372","Ireland","898","'22212","Skim milk and whey powder","5510","Production","1964","1964","tonnes","10000.000000","A"
"84","'300","Greece","328","'01921.01","Seed cotton, unginned","5312","Area harvested","2013","2013","ha","272339.000000","A"
"210","'752","Sweden","372","'01214","Lettuce and chicory","5312","Area harvested","1976","1976","ha","340.000000","A"
"150","'528","Netherlands","333","'01441","Linseed","5510","Production","1987","1987","tonnes","6000.000000","T"
"98","'191","Croatia","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","2017","2017","tonnes","104505.000000","A"
"54","'208","Denmark","900","'22130.02","Whey, dry","5510","Production","1983","1983","tonnes","16400.000000","A"
"134","'470","Malta","560","'01330","Grapes","5510","Production","1999","1999","tonnes","1750.000000","A"
"50","'196","Cyprus","531","'01344.02","Cherries","5419","Yield","1986","1986","hg/ha","35928.000000","E"
"104","'372","Ireland","866","'02111","Cattle","5111","Stocks","1995","1995","Head","6343900.000000","A"
"27","'100","Bulgaria","446","'01290.01","Green corn (maize)","5510","Production","2002","2002","tonnes","440.000000","A"
"63","'233","Estonia","560","'01330","Grapes","5510","Production","2010","2010","tonnes",,"M"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1225","'21523","Tallow","5510","Production","2016","2016","tonnes","147500.000000","T"
"119","'428","Latvia","946","'02112","Buffalo","5111","Stocks","2018","2018","Head","0.000000","A"
"203","'724","Spain","393","'01213","Cauliflowers and broccoli","5312","Area harvested","2002","2002","ha","25317.000000","A"
"203","'724","Spain","414","'01241.90","Other beans, green","5312","Area harvested","2018","2018","ha","7890.000000","A"
"84","'300","Greece","995","'02953","Raw hides and skins of sheep or lambs","5510","Production","1961","1961","tonnes","7142.000000","A"
"84","'300","Greece","1729","'F1729","Treenuts, Total","5312","Area harvested","2001","2001","ha","43954.000000","E"
"68","'250","France","446","'01290.01","Green corn (maize)","5510","Production","1978","1978","tonnes",,"M"
"50","'196","Cyprus","205","'01709.01","Vetches","5312","Area harvested","2003","2003","ha","73.000000","A"
"150","'528","Netherlands","919","'02951.01","Raw hides and skins of cattle","5510","Production","1962","1962","tonnes","33930.910000","I"
"50","'196","Cyprus","211","'01709.90","Other pulses n.e.c.","5510","Production","2017","2017","tonnes","90.000000","A"
"50","'196","Cyprus","1804","'F1804","Citrus Fruit, Total","5419","Yield","1997","1997","hg/ha","207906.000000","E"
"199","'703","Slovakia","1808","'F1808","Meat, Poultry","5510","Production","2006","2006","tonnes","88209.000000","E"
"67","'246","Finland","1765","'F1765","Meat, Total","5510","Production","1997","1997","tonnes","337030.000000","E"
"51","'200","Czechoslovakia","550","'01351.01","Currants","5312","Area harvested","1978","1978","ha",,"M"
"98","'191","Croatia","1717","'F1717","Cereals, Total","5312","Area harvested","2017","2017","ha","466212.000000","E"
"11","'040","Austria","1069","'21122","Meat of ducks, fresh or chilled","5321","Producing Animals/Slaughtered","2006","2006","1000 Head","39.000000","A"
"203","'724","Spain","210","'01709.02","Lupins","5419","Yield","2008","2008","hg/ha","7653.000000","E"
"183","'642","Romania","1809","'F1809","Skim Milk&Buttermilk,Dry","5510","Production","2017","2017","tonnes","10102.000000","E"
"97","'348","Hungary","236","'0141","Soya beans","5312","Area harvested","2016","2016","ha","61029.000000","A"
"68","'250","France","15","'0111","Wheat","5510","Production","2013","2013","tonnes","38651472.000000","A"
"51","'200","Czechoslovakia","414","'01241.90","Other beans, green","5419","Yield","1963","1963","hg/ha","51077.000000","E"
"203","'724","Spain","71","'0116","Rye","5312","Area harvested","1975","1975","ha","227500.000000","A"
"256","'442","Luxembourg","1726","'F1726","Pulses, Total","5312","Area harvested","2007","2007","ha","366.000000","E"
"126","'440","Lithuania","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5419","Yield","2003","2003","hg/ha","5415.000000","E"
"68","'250","France","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","1983","1983","tonnes","3875000.000000","A"
"79","'276","Germany","826","'01970","Unmanufactured tobacco","5510","Production","1975","1975","tonnes","14357.000000","A"
"198","'705","Slovenia","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","2005","2005","Head","1029.000000","A"
"134","'470","Malta","388","'01234","Tomatoes","5510","Production","1976","1976","tonnes","18143.000000","A"
"97","'348","Hungary","1765","'F1765","Meat, Total","5510","Production","1984","1984","tonnes","1692100.000000","E"
"183","'642","Romania","526","'01343","Apricots","5510","Production","2015","2015","tonnes","30998.000000","A"
"84","'300","Greece","689","'01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","5419","Yield","2009","2009","hg/ha","39118.000000","E"
"183","'642","Romania","393","'01213","Cauliflowers and broccoli","5419","Yield","2005","2005","hg/ha","133931.000000","E"
"15","'058","Belgium-Luxembourg","889","'22222.01","Whole milk, condensed","5510","Production","1997","1997","tonnes","31700.000000","T"
"173","'616","Poland","1720","'F1720","Roots and Tubers, Total","5510","Production","1968","1968","tonnes","50280000.000000","E"
"134","'470","Malta","388","'01234","Tomatoes","5510","Production","1973","1973","tonnes","12836.000000","A"
"15","'058","Belgium-Luxembourg","1062","'0231","Hen eggs in shell, fresh","5510","Production","1972","1972","tonnes","240756.000000","A"
"150","'528","Netherlands","1017","'21116","Meat of goat, fresh or chilled","5510","Production","1965","1965","tonnes","185.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1037","'21511.01","Fat of pigs","5510","Production","2016","2016","tonnes","58042.000000","I"
"50","'196","Cyprus","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5510","Production","2003","2003","tonnes","2716.000000","I"
"203","'724","Spain","1809","'F1809","Skim Milk&Buttermilk,Dry","5510","Production","2002","2002","tonnes","10600.000000","E"
"97","'348","Hungary","221","'01371","Almonds, in shell","5419","Yield","2011","2011","hg/ha","6296.000000","E"
"198","'705","Slovenia","1746","'F1746","Cattle and Buffaloes","5111","Stocks","2016","2016","Head","484192.000000","E"
"51","'200","Czechoslovakia","108","'01199.90","Cereals n.e.c.","5510","Production","1991","1991","tonnes","67597.000000","T"
"183","'642","Romania","1808","'F1808","Meat, Poultry","5424","Yield/Carcass Weight","2012","2012","0.1g/An","15530.000000","E"
"174","'620","Portugal","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5510","Production","2003","2003","tonnes","10770.000000","I"
"150","'528","Netherlands","236","'0141","Soya beans","5510","Production","1997","1997","tonnes",,"M"
"256","'442","Luxembourg","515","'01341","Apples","5419","Yield","2009","2009","hg/ha","97095.000000","E"
"174","'620","Portugal","552","'01355.01","Blueberries","5510","Production","2005","2005","tonnes",,"M"
"11","'040","Austria","1020","'02292","Raw milk of goats","5510","Production","1999","1999","tonnes","16087.000000","A"
"199","'703","Slovakia","897","'22211","Whole milk powder","5510","Production","1993","1993","tonnes",,"M"
"54","'208","Denmark","1738","'F1738","Fruit Primary","5312","Area harvested","1961","1961","ha","18.000000","E"
"174","'620","Portugal","242","'0142","Groundnuts, excluding shelled","5510","Production","2009","2009","tonnes",,"M"
"27","'100","Bulgaria","191","'01703","Chick peas, dry","5312","Area harvested","1986","1986","ha","1713.000000","E"
"134","'470","Malta","619","'01359.90","Other fruits, n.e.c.","5312","Area harvested","1992","1992","ha","800.000000","E"
"68","'250","France","1183","'02960.01","Beeswax","5510","Production","1964","1964","tonnes",,"M"
"67","'246","Finland","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","1961","1961","hg/ha","159357.000000","E"
"68","'250","France","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","1977","1977","Head","7350000.000000","A"
"106","'380","Italy","71","'0116","Rye","5510","Production","1974","1974","tonnes","36000.000000","A"
"203","'724","Spain","1080","'21124","Meat of turkeys, fresh or chilled","5510","Production","2002","2002","tonnes","19274.000000","A"
"27","'100","Bulgaria","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","1969","1969","Head","6307109.000000","A"
"11","'040","Austria","103","'01199.02","Mixed grain","5312","Area harvested","1997","1997","ha","10460.000000","A"
"15","'058","Belgium-Luxembourg","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","1997","1997","tonnes","23416.000000","E"
"67","'246","Finland","367","'01211","Asparagus","5510","Production","1964","1964","tonnes",,"M"
"134","'470","Malta","15","'0111","Wheat","5510","Production","1973","1973","tonnes","2098.000000","A"
"167","'203","Czechia","1182","'02910","Natural honey","5510","Production","1999","1999","tonnes","7318.000000","A"
"119","'428","Latvia","515","'01341","Apples","5510","Production","2010","2010","tonnes","10325.000000","A"
"126","'440","Lithuania","1017","'21116","Meat of goat, fresh or chilled","5320","Producing Animals/Slaughtered","2010","2010","Head","17148.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5417","Yield/Carcass Weight","1996","1996","hg/An","703.000000","E"
"67","'246","Finland","1808","'F1808","Meat, Poultry","5321","Producing Animals/Slaughtered","2012","2012","1000 Head","60881.000000","E"
"126","'440","Lithuania","521","'01342.01","Pears","5419","Yield","2011","2011","hg/ha","13172.000000","E"
"84","'300","Greece","402","'01253.01","Onions and shallots, green","5419","Yield","2007","2007","hg/ha","119172.000000","E"
"256","'442","Luxembourg","2029","'F2029","Poultry Birds","5112","Stocks","2002","2002","1000 Head","78.000000","E"
"15","'058","Belgium-Luxembourg","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","1967","1967","Head","198000.000000","A"
"68","'250","France","1185","'02944","Silk-worm cocoons suitable for reeling","5510","Production","1963","1963","tonnes","60.000000","A"
"173","'616","Poland","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","2007","2007","Head","1540360.000000","A"
"183","'642","Romania","176","'01701","Beans, dry","5510","Production","1961","1961","tonnes","134800.000000","A"
"174","'620","Portugal","882","'02211","Raw milk of cattle","5420","Yield","2014","2014","hg/An","83025.000000","E"
"174","'620","Portugal","75","'0117","Oats","5419","Yield","2005","2005","hg/ha","4687.000000","E"
"50","'196","Cyprus","2029","'F2029","Poultry Birds","5112","Stocks","1995","1995","1000 Head","3560.000000","E"
"97","'348","Hungary","426","'01251","Carrots and turnips","5419","Yield","2011","2011","hg/ha","345618.000000","E"
"54","'208","Denmark","333","'01441","Linseed","5419","Yield","1969","1969","hg/ha","4447.000000","E"
"63","'233","Estonia","1780","'F1780","Milk, Total","5510","Production","2015","2015","tonnes","783153.000000","E"
"11","'040","Austria","1735","'F1735","Vegetables Primary","5312","Area harvested","1998","1998","ha","12358.000000","E"
"27","'100","Bulgaria","417","'01242","Peas, green","5419","Yield","1979","1979","hg/ha","23226.000000","E"
"150","'528","Netherlands","101","'01195","Canary seed","5312","Area harvested","2008","2008","ha",,"M"
"54","'208","Denmark","372","'01214","Lettuce and chicory","5419","Yield","2015","2015","hg/ha","150820.000000","E"
"126","'440","Lithuania","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","1994","1994","tonnes","81602.000000","A"
"79","'276","Germany","531","'01344.02","Cherries","5510","Production","2008","2008","tonnes","25166.000000","A"
"11","'040","Austria","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","2001","2001","Head","719232.000000","A"
"50","'196","Cyprus","290","'21691.07","Oil of sesame seed","5510","Production","1964","1964","tonnes",,"M"
"167","'203","Czechia","977","'21115","Meat of sheep, fresh or chilled","5417","Yield/Carcass Weight","1998","1998","hg/An","319.000000","E"
"106","'380","Italy","1783","'F1783","Eggs Primary","5410","Yield","1970","1970","100mg/An","121320.000000","E"
"84","'300","Greece","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5312","Area harvested","1976","1976","ha",,"M"
"174","'620","Portugal","116","'01510","Potatoes","5419","Yield","1991","1991","hg/ha","126513.000000","E"
"15","'058","Belgium-Luxembourg","414","'01241.90","Other beans, green","5312","Area harvested","1970","1970","ha","2407.000000","A"
"210","'752","Sweden","882","'02211","Raw milk of cattle","5420","Yield","1980","1980","hg/An","52841.000000","E"
"79","'276","Germany","1182","'02910","Natural honey","5510","Production","1976","1976","tonnes","29979.000000","A"
"67","'246","Finland","1723","'F1723","Sugar Crops Primary","5312","Area harvested","2015","2015","ha","12400.000000","E"
"27","'100","Bulgaria","373","'01215","Spinach","5419","Yield","1992","1992","hg/ha","85714.000000","E"
"54","'208","Denmark","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1962","1962","1000 Head","238.000000","E"
"97","'348","Hungary","536","'01346","Plums and sloes","5510","Production","2005","2005","tonnes","35956.000000","A"
"210","'752","Sweden","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5312","Area harvested","2008","2008","ha","920.000000","E"
"173","'616","Poland","1729","'F1729","Treenuts, Total","5312","Area harvested","1986","1986","ha",,"M"
"51","'200","Czechoslovakia","270","'01443","Rape or colza seed","5419","Yield","1985","1985","hg/ha","24554.000000","E"
"173","'616","Poland","267","'01445","Sunflower seed","5510","Production","1964","1964","tonnes",,"M"
"183","'642","Romania","689","'01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","5510","Production","1979","1979","tonnes","21500.000000","A"
"199","'703","Slovakia","1098","'21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1994","1994","Head","295.000000","A"
"210","'752","Sweden","1181","'02196","Bees","5114","Stocks","2019","2019","No","174000.000000","A"
"97","'348","Hungary","236","'0141","Soya beans","5312","Area harvested","1992","1992","ha","27908.000000","A"
"97","'348","Hungary","406","'01252","Green garlic","5419","Yield","1989","1989","hg/ha","45046.000000","E"
"203","'724","Spain","1091","'0232","Eggs from other birds in shell, fresh, n.e.c.","5510","Production","1977","1977","tonnes","5070.000000","A"
"203","'724","Spain","328","'01921.01","Seed cotton, unginned","5510","Production","1967","1967","tonnes","198100.000000","A"
"50","'196","Cyprus","399","'01233","Eggplants (aubergines)","5510","Production","1980","1980","tonnes","2032.000000","A"
"67","'246","Finland","1717","'F1717","Cereals, Total","5510","Production","1968","1968","tonnes","2481600.000000","E"
"106","'380","Italy","897","'22211","Whole milk powder","5510","Production","1991","1991","tonnes","3157.000000","A"
"11","'040","Austria","1780","'F1780","Milk, Total","5420","Yield","2016","2016","hg/An","61590.000000","E"
"84","'300","Greece","512","'01329","Other citrus fruit, n.e.c.","5510","Production","1977","1977","tonnes","690.000000","A"
"27","'100","Bulgaria","1806","'F1806","Beef and Buffalo Meat","5510","Production","2003","2003","tonnes","28727.000000","E"
"255","'056","Belgium","373","'01215","Spinach","5419","Yield","2020","2020","hg/ha","208370.000000","E"
"63","'233","Estonia","866","'02111","Cattle","5111","Stocks","2002","2002","Head","260500.000000","A"
"97","'348","Hungary","1806","'F1806","Beef and Buffalo Meat","5510","Production","2014","2014","tonnes","24080.000000","E"
"119","'428","Latvia","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5417","Yield/Carcass Weight","2003","2003","hg/An","736.000000","E"
"104","'372","Ireland","397","'01232","Cucumbers and gherkins","5419","Yield","1989","1989","hg/ha","2000000.000000","I"
"229","'826","United Kingdom of Great Britain and Northern Ireland","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","1984","1984","ha","10000.000000","T"
"119","'428","Latvia","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","2011","2011","Head","104681.000000","A"
"79","'276","Germany","531","'01344.02","Cherries","5510","Production","1974","1974","tonnes","131622.000000","A"
"198","'705","Slovenia","407","'01254","Leeks and other alliaceous vegetables","5510","Production","2004","2004","tonnes","842.000000","A"
"173","'616","Poland","677","'01659","Hop cones","5510","Production","1969","1969","tonnes","1700.000000","A"
"203","'724","Spain","995","'02953","Raw hides and skins of sheep or lambs","5420","Yield","2011","2011","hg/An","12.000000","E"
"106","'380","Italy","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","2001","2001","ha","46938.000000","A"
"106","'380","Italy","568","'01229","Cantaloupes and other melons","5312","Area harvested","1989","1989","ha","18937.000000","A"
"210","'752","Sweden","187","'01705","Peas, dry","5510","Production","2015","2015","tonnes","69517.000000","I"
"15","'058","Belgium-Luxembourg","1016","'02123","Goats","5111","Stocks","1963","1963","Head","3740.000000","A"
"27","'100","Bulgaria","1097","'21118.01","Horse meat, fresh or chilled","5417","Yield/Carcass Weight","1964","1964","hg/An","990.000000","E"
"51","'200","Czechoslovakia","201","'01704","Lentils, dry","5510","Production","1967","1967","tonnes","1808.000000","A"
"84","'300","Greece","44","'0115","Barley","5312","Area harvested","1963","1963","ha","174930.000000","A"
"98","'191","Croatia","1062","'0231","Hen eggs in shell, fresh","5313","Laying","1995","1995","1000 Head","6260.000000","A"
"50","'196","Cyprus","461","'01356","Locust beans (carobs)","5312","Area harvested","1992","1992","ha","3800.000000","A"
"106","'380","Italy","1021","'22254","Cheese from milk of goats, fresh or processed","5510","Production","1993","1993","tonnes","7750.000000","I"
"84","'300","Greece","75","'0117","Oats","5312","Area harvested","2000","2000","ha","43149.000000","A"
"27","'100","Bulgaria","44","'0115","Barley","5419","Yield","1981","1981","hg/ha","36815.000000","E"
"167","'203","Czechia","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5510","Production","2001","2001","tonnes","2500.000000","E"
"106","'380","Italy","187","'01705","Peas, dry","5510","Production","2001","2001","tonnes","18334.000000","A"
"84","'300","Greece","399","'01233","Eggplants (aubergines)","5419","Yield","1976","1976","hg/ha","221713.000000","E"
"199","'703","Slovakia","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2004","2004","Head","1797393.000000","A"
"174","'620","Portugal","393","'01213","Cauliflowers and broccoli","5312","Area harvested","1984","1984","ha","800.000000","E"
"167","'203","Czechia","1073","'21123","Meat of geese, fresh or chilled","5424","Yield/Carcass Weight","1999","1999","0.1g/An","40000.000000","E"
"50","'196","Cyprus","201","'01704","Lentils, dry","5510","Production","1999","1999","tonnes","4.000000","A"
"167","'203","Czechia","894","'22221.01","Whole milk, evaporated","5510","Production","2011","2011","tonnes","50000.000000","E"
"255","'056","Belgium","399","'01233","Eggplants (aubergines)","5312","Area harvested","2009","2009","ha","20.000000","A"
"79","'276","Germany","420","'01243","Broad beans and horse beans, green","5419","Yield","2010","2010","hg/ha","88325.000000","E"
"11","'040","Austria","1811","'F1811","Butter and Ghee","5510","Production","1979","1979","tonnes","39957.000000","E"
"106","'380","Italy","526","'01343","Apricots","5510","Production","1990","1990","tonnes","184710.000000","A"
"27","'100","Bulgaria","898","'22212","Skim milk and whey powder","5510","Production","1991","1991","tonnes","7600.000000","E"
"173","'616","Poland","1808","'F1808","Meat, Poultry","5510","Production","1974","1974","tonnes","206200.000000","E"
"198","'705","Slovenia","149","'01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","5510","Production","2006","2006","tonnes","19672.000000","A"
"183","'642","Romania","560","'01330","Grapes","5312","Area harvested","2006","2006","ha","190294.000000","A"
"84","'300","Greece","83","'0114","Sorghum","5510","Production","1989","1989","tonnes","1000.000000","A"
"15","'058","Belgium-Luxembourg","372","'01214","Lettuce and chicory","5419","Yield","1994","1994","hg/ha","756188.000000","E"
"203","'724","Spain","399","'01233","Eggplants (aubergines)","5510","Production","1998","1998","tonnes","157239.000000","A"
"150","'528","Netherlands","406","'01252","Green garlic","5510","Production","2012","2012","tonnes","0.000000","I"
"11","'040","Austria","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5417","Yield/Carcass Weight","1996","1996","hg/An","921.000000","E"
"84","'300","Greece","547","'01353.01","Raspberries","5312","Area harvested","2006","2006","ha",,"M"
"97","'348","Hungary","995","'02953","Raw hides and skins of sheep or lambs","5420","Yield","2011","2011","hg/An","44.000000","E"
"104","'372","Ireland","1726","'F1726","Pulses, Total","5419","Yield","2020","2020","hg/ha","43927.000000","E"
"119","'428","Latvia","904","'22251.02","Cheese from skimmed cow milk","5510","Production","2001","2001","tonnes","400.000000","I"
"68","'250","France","1098","'21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","5510","Production","1994","1994","tonnes","1058.000000","I"
"54","'208","Denmark","463","'01290.90","Other vegetables, fresh n.e.c.","5312","Area harvested","1976","1976","ha","1200.000000","E"
"67","'246","Finland","388","'01234","Tomatoes","5312","Area harvested","1976","1976","ha","154.000000","A"
"106","'380","Italy","388","'01234","Tomatoes","5510","Production","2002","2002","tonnes","5750041.000000","A"
"84","'300","Greece","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2011","2011","Head","1793907.000000","A"
"126","'440","Lithuania","1034","'02140","Swine / pigs","5111","Stocks","2011","2011","Head","929400.000000","A"
"97","'348","Hungary","358","'01212","Cabbages","5419","Yield","1967","1967","hg/ha","161169.000000","T"
"203","'724","Spain","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5417","Yield/Carcass Weight","1977","1977","hg/An","2289.000000","E"
"11","'040","Austria","89","'01192","Buckwheat","5510","Production","2002","2002","tonnes","0.000000","I"
"27","'100","Bulgaria","1811","'F1811","Butter and Ghee","5510","Production","2001","2001","tonnes","1061.000000","E"
"97","'348","Hungary","1720","'F1720","Roots and Tubers, Total","5312","Area harvested","2006","2006","ha","22583.000000","E"
"11","'040","Austria","296","'01448","Poppy seed","5510","Production","2005","2005","tonnes","2445.000000","A"
"104","'372","Ireland","1079","'02152","Turkeys","5112","Stocks","1971","1971","1000 Head","617.000000","A"
"84","'300","Greece","486","'01312","Bananas","5419","Yield","2017","2017","hg/ha","335000.000000","E"
"84","'300","Greece","497","'01322","Lemons and limes","5312","Area harvested","1987","1987","ha","15300.000000","A"
"173","'616","Poland","982","'02291","Raw milk of sheep","5318","Milk Animals","2010","2010","Head","53049.000000","A"
"104","'372","Ireland","919","'02951.01","Raw hides and skins of cattle","5510","Production","1985","1985","tonnes","58300.000000","E"
"98","'191","Croatia","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2015","2015","Head","374073.000000","A"
"11","'040","Austria","549","'01351.02","Gooseberries","5312","Area harvested","1978","1978","ha",,"M"
"203","'724","Spain","366","'01216","Artichokes","5510","Production","1987","1987","tonnes","338000.000000","A"
"54","'208","Denmark","1034","'02140","Swine / pigs","5111","Stocks","2006","2006","Head","13361099.000000","A"
"15","'058","Belgium-Luxembourg","157","'01801","Sugar beet","5312","Area harvested","1991","1991","ha","102580.000000","A"
"11","'040","Austria","1057","'02151","Chickens","5112","Stocks","2006","2006","1000 Head","15000.000000","E"
